PRODUTOS,CARACTERISTICAS
25-34-2016-09281,{COMPRIMENTO: MEIO_COXA;TIPO_CINTURA: MEDIA;MODELAGEM: RETA;TIPO_BARRA: AJUSTADA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: MARROM;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-0923-0005,{COMPRIMENTO: CALCANHAR;TIPO_CINTURA: ALTA;MODELAGEM: SKINNY;TIPO_BARRA: AJUSTADA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1421-0023,{COMPRIMENTO: MEIO_CANELA;TIPO_CINTURA: MEDIA;MODELAGEM: SKINNY;TIPO_BARRA: AJUSTADA;AMARRACAO: N/A;FENDA_PERNA: SIM;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-04-0088-0005,{COMPRIMENTO: MEIO_COXA;TIPO_CINTURA: ALTA;MODELAGEM: SKINNY;TIPO_BARRA: AJUSTADA;AMARRACAO: N/A;FENDA_PERNA: SIM;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1723-09253,{COMPRIMENTO: JOELHO;TIPO_CINTURA: MEDIA;MODELAGEM: SKINNY;TIPO_BARRA: AJUSTADA;AMARRACAO: N/A;FENDA_PERNA: SIM;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1187-0005,{COMPRIMENTO: MEIO_COXA;TIPO_CINTURA: MEDIA;MODELAGEM: PANTALONA;TIPO_BARRA: AJUSTADA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1671-0005,{COMPRIMENTO: MEIO_COXA;TIPO_CINTURA: MEDIA;MODELAGEM: PANTALONA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1670-09258,{COMPRIMENTO: MEIO_COXA;TIPO_CINTURA: ALTA;MODELAGEM: RETA;TIPO_BARRA: AJUSTADA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
25-34-1766-0800,{COMPRIMENTO: MEIO_CANELA;TIPO_CINTURA: MEDIA;MODELAGEM: CARGO;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-2023-0003,{COMPRIMENTO: MEIO_CANELA;TIPO_CINTURA: MEDIA;MODELAGEM: RETA;TIPO_BARRA: AJUSTADA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: SOCIAL;}
25-34-1509-0005,{COMPRIMENTO: CALCANHAR;TIPO_CINTURA: MEDIA;MODELAGEM: PANTALONA;TIPO_BARRA: RETA;AMARRACAO: SIM_NA_FRENTE;FENDA_PERNA: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: SOCIAL;}
25-34-2039-0005,{COMPRIMENTO: CALCANHAR;TIPO_CINTURA: ALTA;MODELAGEM: PANTALONA;TIPO_BARRA: RETA;AMARRACAO: SIM_NA_FRENTE;FENDA_PERNA: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1746-09253,{COMPRIMENTO: MEIO_COXA;TIPO_CINTURA: MEDIA;MODELAGEM: PANTALONA;TIPO_BARRA: AJUSTADA;AMARRACAO: SIM_NA_FRENTE;FENDA_PERNA: N/A;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1741-8259,{COMPRIMENTO: CALCANHAR;TIPO_CINTURA: ALTA;MODELAGEM: RETA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: VERMELHO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: SOCIAL;}
25-34-1967-09843,{COMPRIMENTO: CALCANHAR;TIPO_CINTURA: ALTA;MODELAGEM: PANTALONA;TIPO_BARRA: AJUSTADA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MÉDIO;ESTAMPA: ANIMALPRINT_ONCA;ESTILO: CASUAL;}
25-34-1647-09657,{COMPRIMENTO: CALCANHAR;TIPO_CINTURA: MEDIA;MODELAGEM: PANTALONA;TIPO_BARRA: EVASÊ;AMARRACAO: N/A;FENDA_PERNA: SIM;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: PEQUENO;ESTAMPA: ESTAMPADA;ESTILO: CASUAL;}
25-34-2086-09817,"{COMPRIMENTO: MEIO_CANA; TIPO_CINTURA: MEDIA; MODELAGEM: FLARE; TIPO_BARRA: EVASÊ; AMARRACAO: N/A; FENDA_PERNA: N/A; COR_PREDOMINANTE: BEGE; LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA; ZOOM_ESTAMPA: MEDIO; ESTAMPA: POA; ESTILO: CASUAL}"
25-34-1678-09253,{COMPRIMENTO: MEIO_CANELA;TIPO_CINTURA: MEDIA;MODELAGEM: SOLTA;TIPO_BARRA: AJUSTADA;AMARRACAO: SIM_NA_CANELA;FENDA_PERNA: N/A;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1922-04504,{COMPRIMENTO: MEIO_CANELA;TIPO_CINTURA: MEDIA;MODELAGEM: PANTALONA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
25-34-1661-09258,{COMPRIMENTO: MEIO_CANELA;TIPO_CINTURA: ALTA;MODELAGEM: PANTALONA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1718-09634,{COMPRIMENTO: CALCANHAR;TIPO_CINTURA: MEDIA;MODELAGEM: PANTALONA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: AZUL;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: GRANDE;ESTAMPA: GEOMETRICO;ESTILO: CASUAL;}
25-34-1720-0005,{COMPRIMENTO: MEIO_CANELA;TIPO_CINTURA: ALTA;MODELAGEM: PANTALONA;TIPO_BARRA: RETA;AMARRACAO: SIM_NA_FRENTE;FENDA_PERNA: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1739-6262,{COMPRIMENTO: CALCANHAR;TIPO_CINTURA: ALTA;MODELAGEM: PANTALONA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: AMARELO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
25-34-1740-09548,{COMPRIMENTO: CALCANHAR;TIPO_CINTURA: MEDIA;MODELAGEM: PANTALONA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: AMARELO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: GRANDE;ESTAMPA: FLORAL;ESTILO: CASUAL;}
25-34-1738-09558,{COMPRIMENTO: MEIO_COXA;TIPO_CINTURA: MEDIA;MODELAGEM: PANTALONA;TIPO_BARRA: COM_BABADOS;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: ROSA;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: ANIMALPRINT_ONCA;ESTILO: CASUAL;}
25-34-1901-09744,{COMPRIMENTO: CALCANHAR;TIPO_CINTURA: ALTA;MODELAGEM: PANTALONA;TIPO_BARRA: COM_BABADOS;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: ROSA;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: GRANDE;ESTAMPA: ANIMALPRINT_ONCA;ESTILO: CASUAL;}
25-34-1660-09621,{COMPRIMENTO: MEIO_COXA;TIPO_CINTURA: MEDIA;MODELAGEM: PANTALONA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: ANIMALPRINT_ONCA;ESTILO: CASUAL;}
25-34-1728-0005,{COMPRIMENTO: CALCANHAR;TIPO_CINTURA: MEDIA;MODELAGEM: FLARE;TIPO_BARRA: EVASÊ;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1931-0005,{COMPRIMENTO: CALCANHAR;TIPO_CINTURA: MEDIA;MODELAGEM: PANTALONA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1627-0003,{COMPRIMENTO: MEIO_CANELA;TIPO_CINTURA: MEDIA;MODELAGEM: PANTALONA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1751-09257,{COMPRIMENTO: MEIO_CANELA;TIPO_CINTURA: ALTA;MODELAGEM: PANTALONA;TIPO_BARRA: RETA;AMARRACAO: SIM_NA_FRENTE;FENDA_PERNA: N/A;COR_PREDOMINANTE: ROXO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1607-0003,{COMPRIMENTO: MEIO_CANELA;TIPO_CINTURA: MEDIA;MODELAGEM: PANTALONA;TIPO_BARRA: RETA;AMARRACAO: SIM_NA_CINTURA;FENDA_PERNA: N/A;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1727-0005,{COMPRIMENTO: MEIO_COXA;TIPO_CINTURA: MEDIA;MODELAGEM: PANTALONA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-2095-09831,{COMPRIMENTO: MEIO_COXA;TIPO_CINTURA: ALTA;MODELAGEM: PANTALONA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: AMARELO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: GRANDE;ESTAMPA: ANIMALPRINT_ONCA;ESTILO: CASUAL;}
25-34-1754-0005,{COMPRIMENTO: MEIO_CANELA;TIPO_CINTURA: ALTA;MODELAGEM: PANTALONA;TIPO_BARRA: RETA;AMARRACAO: SIM_NA_FRENTE;FENDA_PERNA: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1826-0030,{COMPRIMENTO: MEIO_COXA;TIPO_CINTURA: MEDIA;MODELAGEM: PANTALONA;TIPO_BARRA: RETA;AMARRACAO: SIM_NA_LATERAL;FENDA_PERNA: N/A;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1755-0005,{COMPRIMENTO: MEIO_COXA;TIPO_CINTURA: ALTA;MODELAGEM: PANTALONA;TIPO_BARRA: AJUSTADA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1821-0030,{COMPRIMENTO: CALCANHAR;TIPO_CINTURA: MEDIA;MODELAGEM: PANTALONA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-2067-01020,{COMPRIMENTO: MEIO_CANELA;TIPO_CINTURA: MEDIA;MODELAGEM: PANTALONA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1759-5459,{COMPRIMENTO: MEIO_CANELA;TIPO_CINTURA: MEDIA;MODELAGEM: RETA;TIPO_BARRA: AJUSTADA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-2061-0003,{COMPRIMENTO: CALCANHAR;TIPO_CINTURA: MEDIA;MODELAGEM: PANTALONA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1761-09541,{COMPRIMENTO: MEIO_CANELA;TIPO_CINTURA: MEDIA;MODELAGEM: PANTALONA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: AZUL;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: GRANDE;ESTAMPA: FLORAL;ESTILO: CASUAL;}
25-34-1813-0030,{COMPRIMENTO: CALCANHAR;TIPO_CINTURA: MEDIA;MODELAGEM: FLARE;TIPO_BARRA: DESFIADA;AMARRACAO: N/A;FENDA_PERNA: SIM;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1757-0003,{COMPRIMENTO: CALCANHAR;TIPO_CINTURA: ALTA;MODELAGEM: PANTALONA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-2069-0003,{COMPRIMENTO: CALCANHAR;TIPO_CINTURA: MEDIA;MODELAGEM: PANTALONA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1762-0003,{COMPRIMENTO: MEIO_CANELA;TIPO_CINTURA: MEDIA;MODELAGEM: PANTALONA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1763-09259,{COMPRIMENTO: MEIO_COXA;TIPO_CINTURA: ALTA;MODELAGEM: FLARE;TIPO_BARRA: EVASÊ;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: ROSA;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1760-09252,{COMPRIMENTO: CALCANHAR;TIPO_CINTURA: MEDIA;MODELAGEM: PANTALONA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: ROXO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-2066-04526,{COMPRIMENTO: MEIO_COXA;TIPO_CINTURA: MEDIA;MODELAGEM: PANTALONA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: SIM;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1675-1974,{COMPRIMENTO: CALCANHAR;TIPO_CINTURA: ALTA;MODELAGEM: FLARE;TIPO_BARRA: EVASÊ;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: AZUL;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1928-04113,{COMPRIMENTO: CALCANHAR;TIPO_CINTURA: MEDIA;MODELAGEM: FLARE;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-2083-09281,{COMPRIMENTO: MEIO_COXA;TIPO_CINTURA: ALTA;MODELAGEM: PANTALONA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: VERMELHO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1715-1974,{COMPRIMENTO: MEIO_COXA;TIPO_CINTURA: ALTA;MODELAGEM: PANTALONA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1707-0005,{COMPRIMENTO: MEIO_CANELA;TIPO_CINTURA: ALTA;MODELAGEM: RETA;TIPO_BARRA: AJUSTADA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1201-09251,{COMPRIMENTO: MEIO_COXA;TIPO_CINTURA: MEDIA;MODELAGEM: PANTALONA;TIPO_BARRA: DOBRADA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-2006-09283,{COMPRIMENTO: MEIO_CANELA;TIPO_CINTURA: ALTA;MODELAGEM: SOLTA;TIPO_BARRA: AJUSTADA;AMARRACAO: SIM_NA_FRENTE;FENDA_PERNA: N/A;COR_PREDOMINANTE: ROSA;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1601-0024,{COMPRIMENTO: MEIO_CANELA;TIPO_CINTURA: MEDIA;MODELAGEM: PANTALONA;TIPO_BARRA: RETA;AMARRACAO: SIM_NA_LATERAL;FENDA_PERNA: N/A;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: LISTRADO_VERTICAL;ESTILO: CASUAL;}
25-34-1598-0003,{COMPRIMENTO: MEIO_COXA;TIPO_CINTURA: ALTA;MODELAGEM: PANTALONA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: SOCIAL;}
25-34-1599-0005,{COMPRIMENTO: CALCANHAR;TIPO_CINTURA: MEDIA;MODELAGEM: FLARE;TIPO_BARRA: EVASÊ;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: SOCIAL;}
25-34-2087-03023,{COMPRIMENTO: MEIO_COXA;TIPO_CINTURA: MEDIA;MODELAGEM: PANTALONA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1719-04501,{COMPRIMENTO: MEIO_CANELA;TIPO_CINTURA: MEDIA;MODELAGEM: SOLTA;TIPO_BARRA: AJUSTADA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: AZUL;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: PEQUENO;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1753-09252,{COMPRIMENTO: MEIO_CANELA;TIPO_CINTURA: ALTA;MODELAGEM: PANTALONA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: ROXO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: PEQUENO;ESTAMPA: SEM_ESTAMPA;ESTILO: SOCIAL;}
25-34-2059-1530,{COMPRIMENTO: MEIO_COXA;TIPO_CINTURA: MEDIA;MODELAGEM: CARGO;TIPO_BARRA: AJUSTADA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: JEANS;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1773-0101,{COMPRIMENTO: CALCANHAR;TIPO_CINTURA: ALTA;MODELAGEM: PANTALONA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: JEANS;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1777-0109,{COMPRIMENTO: CALCANHAR;TIPO_CINTURA: ALTA;MODELAGEM: FLARE;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: AZUL;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1799-0105,{COMPRIMENTO: CALCANHAR;TIPO_CINTURA: ALTA;MODELAGEM: FLARE;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: SIM;COR_PREDOMINANTE: AZUL;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1521-0101,{COMPRIMENTO: CALCANHAR;TIPO_CINTURA: MEDIA;MODELAGEM: FLARE;TIPO_BARRA: DESFIADA;AMARRACAO: N/A;FENDA_PERNA: SIM;COR_PREDOMINANTE: AZUL;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1769-0105,{COMPRIMENTO: CALCANHAR;TIPO_CINTURA: MEDIA;MODELAGEM: FLARE;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: JEANS;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-2092-1530,{COMPRIMENTO: MEIO_COXA;TIPO_CINTURA: ALTA;MODELAGEM: BOYFRIEND;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: AZUL;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
25-34-1798-0105,{COMPRIMENTO: MEIO_CANELA;TIPO_CINTURA: MEDIA;MODELAGEM: PANTALONA;TIPO_BARRA: RETA;AMARRACAO: N/A;FENDA_PERNA: N/A;COR_PREDOMINANTE: AZUL;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: LISTRADO_OUTRO;ESTILO: CASUAL;}
